## Some Nice Header!
twhya	  CN-14     3-2  340.019626  9.27e-5	4	32.6	2	25.9	10.8	5.7841222002211E+03	0	3.3217e+12	8.6031e+13
twhya	  CN-15     3-2  329.8371328 3.583e-4	7	31.7	2	17.8	10.8	215.98035841031	0	1.6251e+10	2.8928e+11
