#### file containing test data for CN.
twhya	  CN-14     3-2  340.019626  9.27e-5	4	32.6	2	25.9	10.8	0.8	5.7841222000E+03	5.784e2 0 0
twhya	  CN-15     3-2  329.8371328 3.583e-4	7	31.7	2	17.8	10.8	0.8	215.98035841031		21.598 0 0
